2026-02-17 17:59:43.603 [info] (Windsurf) 2026-02-17 17:59:43.602 [INFO]: [windsurf#terminal] Shell integration DETECTED for unknown
2026-02-17 17:59:43.725 [info] (Windsurf) 2026-02-17 17:59:43.725 [INFO]: [windsurf#terminal] Shell integration DETECTED for managed
2026-02-17 17:59:43.778 [info] 2026/02/17 17:59:43 maxprocs: Leaving GOMAXPROCS=8: CPU quota undefined
2026-02-17 17:59:43.833 [info] I0217 17:59:43.833655 265676 main.go:604] Setting GOMAXPROCS to 4
2026-02-17 17:59:43.833 [info] I0217 17:59:43.833805 265676 main.go:819] Starting language server process with pid 265676
2026-02-17 17:59:43.834 [info] I0217 17:59:43.833998 265676 server.go:359] Language server will attempt to listen on host 127.0.0.1
2026-02-17 17:59:43.834 [info] I0217 17:59:43.834130 265676 server.go:366] Language server listening on random port at 36169
2026-02-17 17:59:44.572 [info] I0217 17:59:44.571579 265676 server.go:500] Created extension server client at port 43139
2026-02-17 17:59:44.630 [info] (Windsurf) 2026-02-17 17:59:44.630 [INFO]: Language server started
2026-02-17 17:59:44.649 [info] (Windsurf) 2026-02-17 17:59:44.649 [INFO]: LS lspClient started successfully
2026-02-17 17:59:46.624 [info] I0217 17:59:46.623154 265676 completion_provider.go:869] err: context canceled
2026-02-17 17:59:46.934 [info] I0217 17:59:46.933748 265676 completion_provider.go:869] err: context canceled
2026-02-17 17:59:47.121 [info] I0217 17:59:47.107887 265676 completion_provider.go:869] err: context canceled
2026-02-17 17:59:47.275 [info] I0217 17:59:47.261651 265676 completion_provider.go:869] err: context canceled
2026-02-17 17:59:48.058 [info] I0217 17:59:48.058032 265676 completion_provider.go:869] err: context canceled
2026-02-17 17:59:49.569 [info] I0217 17:59:49.569600 265676 completion_provider.go:869] err: context canceled
2026-02-17 17:59:49.786 [info] I0217 17:59:49.785790 265676 completion_provider.go:869] err: context canceled
2026-02-17 17:59:50.144 [info] I0217 17:59:50.144653 265676 completion_provider.go:869] err: context canceled
2026-02-17 17:59:50.522 [info] I0217 17:59:50.522128 265676 completion_provider.go:869] err: context canceled
2026-02-17 17:59:50.678 [info] I0217 17:59:50.668013 265676 completion_provider.go:869] err: context canceled
2026-02-17 17:59:51.944 [info] I0217 17:59:51.944333 265676 completion_provider.go:869] err: context canceled
2026-02-17 17:59:52.100 [info] I0217 17:59:52.099816 265676 completion_provider.go:869] err: context canceled
2026-02-17 17:59:52.316 [info] I0217 17:59:52.316798 265676 completion_provider.go:869] err: context canceled
